Pseudomonas aeruginosa strain Zw64 IPC1384_1.1, whole genome shotgun sequence	GCF0039742051	NZRXAV010000011	66.58920806817132	61.33126498378226
Pseudomonas aeruginosa strain env068 NODE_4_length_548290_cov_12.435, whole genome shotgun sequence.	GCF0023308851	NZNRBE010000041	65.85037115395137	56.20483704468368
Pseudomonas aeruginosa strain HUM-259 NODE_11_length_143585_cov_18.0451_ID_21, whole genome shotgun sequence	GCF0036318451	NZRAAA010000111	63.12010307483372	57.755721878728714
Pseudomonas aeruginosa strain env224 NODE_3_length_415345_cov_8.84131, whole genome shotgun sequence.	GCF0023305551	NZNRFV010000031	65.79518231831369	55.51653774972714
Pseudomonas aeruginosa strain F2-1206 1206115_S36_R2_001_contig_23, whole genome shotgun sequence.	GCF0033256251	NZQORA010001511	62.6365040428818	58.20498156073126
Pseudomonas aeruginosa BWH052 adTvf-supercont1.1, whole genome shotgun sequence.	GCF0006295451	NZKK2132501	66.26314897895617	58.378401306441006
Pseudomonas aeruginosa strain Jp97 IPC749_1.1, whole genome shotgun sequence	GCF0038375051	NZNSTP010000011	65.51447821040856	57.62167944375111
Pseudomonas aeruginosa 9BR 9BRScaffold1, whole genome shotgun sequence.	GCF0002239251	NZAFXI010000011	66.10799113078389	56.75763761428547
Pseudomonas aeruginosa strain AUS210 IPC231_4.1, whole genome shotgun sequence	GCF0038399151	NZNSZG010000041	65.46303475423245	60.69344186760866
Pseudomonas aeruginosa strain TNCF_42 NODE_15_length_179672_cov_30.6636_ID_29, whole genome shotgun sequence.	GCF0017656451	NZMAZM010000181	64.02182081327062	58.38264299802761
Pseudomonas aeruginosa strain PAC44D IPC157_2.1, whole genome shotgun sequence	GCF0043732751	NZRWRW010000021	65.3421324102929	59.02305632035362
Pseudomonas aeruginosa strain PA33 contig000012, whole genome shotgun sequence.	GCF0033327151	NZQDGP010000121	63.24294084739275	58.44934711100774
Pseudomonas aeruginosa HB15 contig000001, whole genome shotgun sequence	GCF0002157953	NZAEVW030000011	66.59737752076211	59.97732426303855
Pseudomonas aeruginosa strain PA171 contig000004, whole genome shotgun sequence.	GCF0033325651	NZQDGJ010000041	65.17821660738379	62.52565731600039
Pseudomonas aeruginosa BL11 genomic scaffold adgfL-supercont1.1, whole genome shotgun sequence.	GCF0004809251	NZKI5188751	65.16957222784437	59.512657228566916
Pseudomonas aeruginosa strain 44s031011BSL_PA2 IPC31_1.1, whole genome shotgun sequence	GCF0043756251	NZRWVE010000011	65.85832987586764	55.62894025818073
Pseudomonas aeruginosa isolate 152, whole genome shotgun sequence.	GCF9001449551	NZFRJL010002181	65.40958564063395	56.96681985758295
Pseudomonas aeruginosa strain AZPAE15024 AZPAE15024_contig_3, whole genome shotgun sequence.	GCF0007905851	NZJTNW010000031	61.23279286631542	56.96681985758295
Pseudomonas aeruginosa strain 578-A scaffold_0, whole genome shotgun sequence.	GCF0023123551	NZMWYF010000011	65.64566948376272	57.43990684521334
Pseudomonas aeruginosa strain PABL070 NODE_15_length_101377_cov_70.1268, whole genome shotgun sequence	GCF0034112651	NZQVBZ010000151	65.22386734663681	57.5735718407386
Pseudomonas aeruginosa strain AZPAE14395 AZPAE14395_contig_5, whole genome shotgun sequence.	GCF0007960651	NZJTYR010000051	66.5041660534568	61.835629921259844
Pseudomonas aeruginosa BWH055 adTzt-supercont1.1, whole genome shotgun sequence.	GCF0006294851	NZKK2132191	66.35571165945284	56.03276770040959
Pseudomonas aeruginosa genome assembly 248_Rw198_contgs_500, contig NODE_1_length_751673_cov_19.9746_ID_1, whole genome shotgun sequence.	GCF0013739151	NZCTDN010000371	66.48768813034391	67.43741465634957
Pseudomonas aeruginosa genome assembly 248_Rw198_contgs_500, contig NODE_2_length_451136_cov_19.4687_ID_3, whole genome shotgun sequence.	GCF0013739151	NZCTDN010000331	65.90185664633282	56.96681985758295
Pseudomonas aeruginosa isolate 282, whole genome shotgun sequence.	GCF9001461251	NZFROK010000451	63.64628757570303	58.8688111542207
Pseudomonas aeruginosa strain FRD1, complete genome.	GCF0008298851	NZCP0105551	66.0891829211844	57.8198569646993
Pseudomonas aeruginosa strain ER06896 unitig_1, whole genome shotgun sequence	GCF0037036851	NZNTGC010000011	66.39100822106533	59.20352912738699
Pseudomonas aeruginosa strain E80 chromosome, complete genome	GCF0042910751	NZCP0316771	66.08708722800823	60.65197282383337
Pseudomonas aeruginosa strain AUS128 IPC371_3.1, whole genome shotgun sequence	GCF0039765551	NZRXET010000031	66.05951164058169	60.0348113402366
Pseudomonas aeruginosa strain delta10 chromosome	GCF0098000851	NZCP0470661	57.51746407057111	62.542470336103705
Pseudomonas aeruginosa isolate 133_Pseudo_aeruginosa, whole genome shotgun sequence.	GCF9001447551	NZFRJD010000421	64.39274753049803	58.42798727850977
Pseudomonas aeruginosa strain AR_0360 chromosome, complete genome.	GCF0029685151	NZCP0271651	66.44145074513717	57.6765572239385
Pseudomonas aeruginosa H1l COntig3, whole genome shotgun sequence.	GCF0006334951	NZAYML010000031	65.30389627626482	59.56938522483293
Pseudomonas aeruginosa isolate 199, whole genome shotgun sequence.	GCF9001453951	NZFRLM010000761	65.64976368300914	57.284075787339205
Pseudomonas aeruginosa isolate 412.1, whole genome shotgun sequence.	GCF9001479451	NZFRVK010002951	63.84755938397285	62.0279643289662
Pseudomonas aeruginosa strain AZPAE14978 AZPAE14978_contig_12, whole genome shotgun sequence.	GCF0007921651	NZJTPQ010000121	63.9387102705914	57.70718515729298
Pseudomonas aeruginosa strain WH-SGI-V-07054 WH-SGI-V-07054_contig17, whole genome shotgun sequence.	GCF0014504251	NZLLLI010000261	62.375777551981365	56.980852987098366
Pseudomonas aeruginosa strain 14651 contig_7, whole genome shotgun sequence.	GCF0014141551	NZLKPU010000161	65.94625298749983	46.892511462047885
Pseudomonas aeruginosa genome assembly 261_Tsb_5_contgs_500, contig NODE_16_length_149523_cov_24.8725_ID_31, whole genome shotgun sequence.	GCF0013750151	NZCTES010000641	64.89837683834594	56.96681985758295
Pseudomonas aeruginosa strain HS9 chromosome, complete genome.	GCF0033192351	NZCP0308611	66.16028703263696	59.05528530615396
Pseudomonas aeruginosa genome assembly 220_15_221Ga_contgs_500, contig NODE_18_length_149523_cov_24.4853_ID_35, whole genome shotgun sequence.	GCF0013745951	NZCTCT010000371	64.89837683834594	56.96681985758295
Pseudomonas aeruginosa strain Ocean-100 scaffold11_cov340_read216, whole genome shotgun sequence.	GCF0022636451	NZNMRS010000101	65.53440024796336	57.62167944375111
Pseudomonas aeruginosa strain NCTC7244, whole genome shotgun sequence.	GCF9004552951	NZUGUN010000021	66.27452135927336	60.36348234569327
Pseudomonas aeruginosa strain TNCF_49M NODE_18_length_142543_cov_12.8506_ID_35, whole genome shotgun sequence.	GCF0017657151	NZMAZO010000251	63.229341321566125	58.38476384382091
Pseudomonas aeruginosa strain FDAARGOS_154 scf7180000000010_quiver_pilon, whole genome shotgun sequence.	GCF0014713551	NZLORM020000011	65.77302381255234	55.74029032642447
Pseudomonas aeruginosa strain WH-SGI-V-07409 WH-SGI-V-07409_contig3, whole genome shotgun sequence.	GCF0014513351	NZLLOW010000681	65.18758100845818	56.23613595706619
Pseudomonas aeruginosa strain 163940 TF3940_S24_R1_001__paired__contig_2, whole genome shotgun sequence	GCF0037213951	NZRJAG010000021	65.88055908513341	62.542470336103705
Pseudomonas aeruginosa strain AZPAE14550 AZPAE14550_contig_3, whole genome shotgun sequence.	GCF0007944251	NZJTXW010000031	65.93679901249604	60.37633239068958
Pseudomonas aeruginosa strain NCTC10731, whole genome shotgun sequence.	GCF9004553851	NZUGUI010000021	66.11844934755675	56.8163416383279
Pseudomonas aeruginosa strain WH-SGI-V-07619 WH-SGI-V-07619_contig15, whole genome shotgun sequence.	GCF0014519651	NZLLQQ010000501	62.375777551981365	55.4173521595285
Pseudomonas sp. HMSC05H02 Scaffold360, whole genome shotgun sequence.	GCF0009528051	NZKQ0015851	65.47355246419632	63.7435966567808
Pseudomonas aeruginosa strain 32SB IPC580_2.1, whole genome shotgun sequence	GCF0043728751	NZRWQQ010000021	65.94991449965654	59.15548539857932
Pseudomonas aeruginosa strain delta6_3 chromosome	GCF0098000051	NZCP0470621	60.0680384611578	62.542470336103705
Pseudomonas aeruginosa strain DUN-013 IPC1018_2.1, whole genome shotgun sequence	GCF0038351451	NZNSQY010000021	66.31483903918615	57.29940798589243
Pseudomonas aeruginosa strain U0330A IPC940_1.1, whole genome shotgun sequence	GCF0038360251	NZNSRZ010000011	66.35180177278076	57.99795709908069
Pseudomonas aeruginosa PAO1 isolate 2017-F CEC24_7, whole genome shotgun sequence	GCF0039570951	NZQZGB010000071	66.13829197478084	58.39421390999416
Pseudomonas aeruginosa strain Lw1047 IPC879_2.1, whole genome shotgun sequence	GCF0038373051	NZNSSS010000021	66.34636439022253	57.34710587642502
Pseudomonas aeruginosa strain 1811-13R031 chromosome, complete genome	GCF0096767651	NZCP0460611	65.76664003750504	57.89595447044126
Pseudomonas aeruginosa strain R4164 GCID_CRPK_0015_NODE_7.ctg_1, whole genome shotgun sequence	GCF0039550151	NZRWWQ010000031	65.38475587165586	57.046699713018526
Pseudomonas aeruginosa strain TNCF_76 NODE_7_length_306248_cov_24.0762_ID_13, whole genome shotgun sequence.	GCF0017658051	NZMAZR010000181	65.64570428445013	58.377518557794275
Pseudomonas aeruginosa strain UMB1204 NODE_51_length_43304_cov_5.707367, whole genome shotgun sequence	GCF0098075251	NZWUDK010000511	63.40522815444301	57.95597125584578
Pseudomonas aeruginosa strain MRSN8136 MRSN8136_contig00005, whole genome shotgun sequence	GCF0039681251	NZRXTF010000051	63.45905764919849	56.99873896595208
Pseudomonas aeruginosa strain AUS304 IPC327_1.1, whole genome shotgun sequence	GCF0038395051	NZNSYB010000011	66.04703348499969	66.18401899946373
Pseudomonas aeruginosa strain AZPAE14898 AZPAE14898_contig_46, whole genome shotgun sequence.	GCF0007910351	NZJTSR010000461	64.50604387404864	60.35968674983275
Pseudomonas aeruginosa strain 175BR IPC1241_8.1, whole genome shotgun sequence	GCF0038342651	NZNSOB010000081	63.79093358292964	56.75935296842033
Pseudomonas aeruginosa strain WH-SGI-V-07620 WH-SGI-V-07620_contig1, whole genome shotgun sequence.	GCF0014533051	NZLLQR010000011	65.8012471675558	54.24099017109574
Pseudomonas sp. HMSC065H01 Scaffold110, whole genome shotgun sequence.	GCF0018152351	NZKV8198621	65.83381803422058	57.441986193129836
Pseudomonas aeruginosa strain AZPAE14850 AZPAE14850_contig_32, whole genome shotgun sequence.	GCF0007897851	NZJTUL010000321	60.00548138287459	60.35968674983275
Pseudomonas aeruginosa isolate paerg007, whole genome shotgun sequence	GCF9006080351	NZUWXD010000011	66.65156003222185	58.49257607031094
Pseudomonas aeruginosa isolate 347, whole genome shotgun sequence.	GCF9001467551	NZFRQU010000511	66.44693080009147	60.42342567174112
Pseudomonas aeruginosa strain CCUG 70744 chromosome, complete genome.	GCF0031942451	NZCP0232551	66.04033804367603	57.60151725539337
Pseudomonas aeruginosa strain AU10502 NODE_3_length_579878_cov_5.7401_ID_5, whole genome shotgun sequence.	GCF0015548551	NZLRZK010000331	64.93158905838814	57.467259199407465
Pseudomonas aeruginosa strain env204 NODE_6_length_311453_cov_17.3402, whole genome shotgun sequence.	GCF0023301751	NZNRFX010000061	65.01173531800946	60.51363784547397
Pseudomonas aeruginosa strain WH-SGI-V-07629 WH-SGI-V-07629_contig1, whole genome shotgun sequence.	GCF0014533851	NZLLRA010000011	66.0413182358401	59.02305632035362
Pseudomonas aeruginosa C1913C contig6, whole genome shotgun sequence	GCF0007051551	NZJGZX010000061	64.22255487676048	58.464563097346854
Pseudomonas aeruginosa genome assembly 229_12_5Pc_5_contgs_500, contig NODE_18_length_149508_cov_28.3027_ID_35, whole genome shotgun sequence.	GCF0013747751	NZCTDA010000701	64.89753056692618	56.96681985758295
Pseudomonas aeruginosa BWH035 adTzL-supercont1.14, whole genome shotgun sequence.	GCF0006290451	NZKK2120081	63.94597632553262	54.67145068242578
Pseudomonas aeruginosa strain AZPAE14872 AZPAE14872_contig_24, whole genome shotgun sequence.	GCF0007903551	NZJTTQ010000241	63.6547451213178	57.72648665308289
Pseudomonas aeruginosa strain AZPAE15030 AZPAE15030_contig_47, whole genome shotgun sequence.	GCF0007919851	NZJTNQ010000471	64.06469392459711	59.510192624820185
Pseudomonas aeruginosa strain U1i NODE_2_length_435599_cov_27.661, whole genome shotgun sequence.	GCF0023260551	NZNQZH010000021	65.76117025062041	56.96681985758295
Pseudomonas aeruginosa isolate 90, whole genome shotgun sequence.	GCF9001443051	NZFRHK010000721	65.82657554148815	57.597908123848576
Pseudomonas aeruginosa strain SS1 IPC1376_2.1, whole genome shotgun sequence	GCF0039742551	NZRXBA010000021	65.98556334469001	56.57010481891786
Pseudomonas aeruginosa strain AU14820 NODE_2_length_605010_cov_7.28361_ID_3, whole genome shotgun sequence.	GCF0015554151	NZLSAG010000221	65.55296606667659	59.02373236930339
Pseudomonas aeruginosa strain PAO1161 chromosome, complete genome	GCF0041026651	NZCP0321261	66.41877890028874	58.38690824079486
Pseudomonas aeruginosa strain MUC-N2, whole genome shotgun sequence	GCF0088430851	NZWBZG010000261	65.06923336710571	62.542470336103705
Pseudomonas aeruginosa isolate 277, whole genome shotgun sequence.	GCF9001460751	NZFROF010000031	63.633557734864546	57.6001354898806
Pseudomonas aeruginosa strain AZPAE12136 AZPAE12136_contig_11, whole genome shotgun sequence.	GCF0007965551	NZJUAY010000101	65.85699255221321	61.442760597993036
Pseudomonas aeruginosa strain AZPAE15020 AZPAE15020_contig_44, whole genome shotgun sequence.	GCF0007930551	NZJTOA010000441	62.858536715763584	57.6001354898806
Pseudomonas aeruginosa strain NCTC11447, whole genome shotgun sequence.	GCF9004554051	NZUGUJ010000051	66.19721632271208	66.8985817500669
Pseudomonas aeruginosa JJ692 genomic scaffold adgfu-supercont1.1, whole genome shotgun sequence.	GCF0004818051	NZKI5192511	66.31145957864345	57.39460717218724
Pseudomonas aeruginosa isolate 279, whole genome shotgun sequence.	GCF9001460951	NZFROH010000371	62.03939213075616	58.8688111542207
Pseudomonas aeruginosa strain Zw49 IPC1383_5.1, whole genome shotgun sequence	GCF0039746251	NZRXAW010000051	65.88847107217357	58.601843543519045
Pseudomonas aeruginosa strain SJU-W4_2 NODE_1_length_624374_cov_42.898, whole genome shotgun sequence.	GCF0023300751	NZNREW010000011	65.53091576523046	60.72031945937644
Pseudomonas aeruginosa isolate 329, whole genome shotgun sequence.	GCF9001466051	NZFRQE010000091	63.648768704599426	58.87063115425639
Pseudomonas aeruginosa strain AR_0351 AR0351.contig.3_1, whole genome shotgun sequence.	GCF0030007951	NZPSQP010000041	66.29625280559448	57.28334912256958
Pseudomonas aeruginosa strain AUS153 IPC392_2.1, whole genome shotgun sequence	GCF0039765051	NZRXEO010000021	65.83210620172157	58.282126037228075
Pseudomonas aeruginosa str. C 1334 contig024, whole genome shotgun sequence.	GCF0004122951	NZASQT010000241	64.30780316449996	55.51653774972714
Pseudomonas aeruginosa strain S658_C13_RS S658_C13_RS_NODE_2_length_586752, whole genome shotgun sequence.	GCF0021358451	NZNFFT010000021	65.4934282286213	62.03897390729935
Pseudomonas aeruginosa DNA, complete genome, strain: NCGM 1900.	GCF0008292751	NZAP0146221	65.98110385776184	57.39460717218724
Pseudomonas aeruginosa PAO1 isolate 2017-H CEC23_23, whole genome shotgun sequence	GCF0039571151	NZQZGD010000231	65.1171908112232	58.39421390999416
Pseudomonas aeruginosa strain PA-CL521b IPC616_3.1, whole genome shotgun sequence	GCF0043722951	NZRWPR010000031	66.04833111083946	69.64807669823453
Pseudomonas aeruginosa isolate 178, whole genome shotgun sequence.	GCF9001451951	NZFRKV010000941	65.3555826111867	62.0279643289662
Pseudomonas aeruginosa strain F22031, complete genome.	GCF0008169851	NZCP0073991	66.22334452353357	57.400746991285104
Pseudomonas aeruginosa strain PA_D21, complete genome.	GCF0017220451	NZCP0125821	66.21416611990647	57.0820830326281
Pseudomonas aeruginosa strain PA-W42 IPC1299_1.1, whole genome shotgun sequence	GCF0038339551	NZNSNA010000011	65.6428170520461	60.10034970351224
Pseudomonas aeruginosa BWH059 adTvw-supercont1.1, whole genome shotgun sequence.	GCF0006294051	NZKK2131731	65.96133152932953	57.56643971008126
Pseudomonas aeruginosa BL19 genomic scaffold adgeJ-supercont1.1, whole genome shotgun sequence.	GCF0004807651	NZKI5188141	66.1998900932525	56.17274040777011
Pseudomonas aeruginosa strain PA-W1 IPC1280_7.1, whole genome shotgun sequence	GCF0038336851	NZNSNT010000071	66.188564567139	58.14314848985141
Pseudomonas aeruginosa strain 4124363474-14 IPC1501_1.1, whole genome shotgun sequence	GCF0043705151	NZRWMR010000011	65.53898297632954	57.441986193129836
Pseudomonas aeruginosa strain 1689 1689_NODE_2_length_387887_cov_87.1549, whole genome shotgun sequence	GCF0038634451	NZRRBX010000021	66.10610822223998	57.25872885115012
