GCF0000172051qNC0096561_YP001347881	2.39438e-30	cl00516	Restriction_endonuclease_like
GCF0002845551qNC0175491_WP023098422	0.00218766	cl22978	rve_3
GCF0002713651qNC0180801_YP006482186	6.91455e-13	pfam08845	SymE_toxin
GCF0002713651qNC0180801_YP006482157	8.32749e-21	pfam14468	DUF4427
GCF0003595051qNC0209121_YP007709112	3.93154e-13	pfam08845	SymE_toxin
GCF0004140351qNC0215771_YP008133329	7.4328e-37	cl38936	P-loop_NTPase
GCF0004140351qNC0215771_YP008133324	0.00217952	cl22978	rve_3
GCF0004685552qNC0223611_YP008558462	2.77728e-14	pfam08845	SymE_toxin
GCF0005040451qNC0230191_YP008884743	5.98503e-15	cl21628	POTRA
GCF0005040451qNC0230191_YP008884737	0.00797459	pfam17380	DUF5401
GCF0005040451qNC0230191_YP008884730	4.20118e-05	pfam15921	CCDC158
GCF0005087651qNC0230661_YP008942487	0.00198204	cl22978	rve_3
GCF0005087651qNC0230661_YP008942485	3.11732e-60	cl01908	Phage_tail_L
GCF0005087651qNC0230661_YP008942480	1.46993e-10	pfam09003	Arm-DNA-bind_1
GCF0005087651qNC0230661_YP008942457	0.00198204	cl22978	rve_3
GCF0005103051qNC0231491_YP008981517	0.0024176	cl22978	rve_3
GCF0001683351qNZAAQW010000011_WP031633824	1.88927e-05	pfam01396	zf-C4_Topoisom
GCF0001683351qNZAAQW010000011_WP031633825	0.00370626	cl00497	CxxCxxCC
GCF0001683351qNZAAQW010000011_WP016263393	3.93154e-13	pfam08845	SymE_toxin
GCF0002157953qNZAEVW030000011_WP023108479	0.00415632	cl22978	rve_3
GCF0002474351qNZAHKM010000411_WP003114399	2.77728e-14	pfam08845	SymE_toxin
GCF0008292751qNZAP0146221_WP023098422	0.00218766	cl22978	rve_3
GCF0008292551qNZAP0146461_WP023098422	0.00218766	cl22978	rve_3
GCF0015479551qNZAP0146511_WP033991213	9.76092e-08	pfam15921	CCDC158
GCF0015483351qNZAP0173021_WP016263393	3.93154e-13	pfam08845	SymE_toxin
GCF0003595651qNZAPMD010000301_WP003451864	2.69546e-29	cl00516	Restriction_endonuclease_like
GCF0003595651qNZAPMD010000301_WP003451859	0.0012325	cl22978	rve_3
GCF0003595651qNZAPMD010000301_WP003451853	3.50694e-13	pfam08845	SymE_toxin
GCF0004142751qNZASJY010004451_WP003114399	2.77728e-14	pfam08845	SymE_toxin
GCF0004122951qNZASQT010000241_WP023115908	0.00229682	pfam13166	AAA_13
GCF0004122951qNZASQT010000241_WP023115908	0.00585943	pfam02463	SMC_N
GCF0004124351qNZASQX010000251_WP016263393	3.93154e-13	pfam08845	SymE_toxin
GCF0004124351qNZASQX010000251_WP016263388	3.72922e-13	cl00516	Restriction_endonuclease_like
GCF0004124351qNZASQX010000251_WP016263385	1.92983e-26	cl00292	AANH_like
GCF0006334951qNZAYML010000031_WP023116942	0.000727119	pfam13401	AAA_22
GCF0006334951qNZAYML010000031_WP023116938	0.00632617	pfam02463	SMC_N
GCF0006334951qNZAYML010000031_WP023116929	1.14078e-13	pfam08845	SymE_toxin
GCF9007069851qNZCAADJR0100000021_WP043106458	0.000375374	pfam15921	CCDC158
GCF9007081551qNZCAADOD0100002151_WP003451853	3.50694e-13	pfam08845	SymE_toxin
GCF9007081551qNZCAADOD0100002151_WP108116052	0.00162418	pfam15921	CCDC158
GCF9007082851qNZCAADOS0100000801_WP052154688	0.000187902	cl19248	CHAT
GCF9007082851qNZCAADOS0100000801_WP052154688	2.19448e-05	pfam01540	Lipoprotein_7
GCF9007082851qNZCAADOS0100000801_WP004352797	8.34999e-11	cl22978	rve_3
GCF9007082851qNZCAADOS0100000801_WP033948962	3.90967e-19	pfam14532	Sigma54_activ_2
GCF9007082851qNZCAADOS0100000801_WP079382838	4.26919e-05	pfam15921	CCDC158
GCF9007082851qNZCAADOS0100000801_WP003451853	3.50694e-13	pfam08845	SymE_toxin
GCF9007085651qNZCAADPV0100001601_WP052154688	0.000187902	cl19248	CHAT
GCF9007085651qNZCAADPV0100001601_WP052154688	2.19448e-05	pfam01540	Lipoprotein_7
GCF9007085651qNZCAADPV0100001601_WP033948962	3.90967e-19	pfam14532	Sigma54_activ_2
GCF9007085651qNZCAADPV0100001601_WP079382838	4.26919e-05	pfam15921	CCDC158
GCF9007085651qNZCAADPV0100001601_WP003451853	3.50694e-13	pfam08845	SymE_toxin
GCF9010102451qNZCAAKMM0100000031_WP124172762	4.1354e-05	cl19819	DUF499
GCF9010102451qNZCAAKMM0100000031_WP024928558	4.13646e-06	pfam05872	DUF853
GCF9010102451qNZCAAKMM0100000031_WP024928558	1.47601e-29	pfam01935	DUF87
GCF9014825051qNZCABEES0100000451_WP023085340	2.39623e-14	pfam08845	SymE_toxin
GCF9014825051qNZCABEES0100000451_WP023091641	0.000112418	cl17173	AdoMet_MTases
GCF9014825051qNZCABEES0100000451_WP096265567	8.13641e-28	cl00516	Restriction_endonuclease_like
GCF9014825051qNZCABEES0100000451_WP096265573	7.8183e-05	pfam15731	MqsA_antitoxin
GCF9014825051qNZCABEES0100000451_WP124130642	0.000845811	pfam13401	AAA_22
GCF9014825351qNZCABEEV0100000081_WP016263393	3.93154e-13	pfam08845	SymE_toxin
GCF9014825351qNZCABEEV0100000081_WP088171245	0.0095008	cl22978	rve_3
GCF9014825351qNZCABEEV0100000081_WP079743342	0.00371314	pfam17380	DUF5401
GCF0005132351qNZCBTR0100000121_WP023098422	0.00218766	cl22978	rve_3
GCF0008240851qNZCCOA010000031_WP003113829	1.71701e-15	pfam07690	MFS_1
GCF0008240851qNZCCOA010000031_WP003092649	3.36354e-24	cl00504	Cytochrom_C_asm
GCF0008240851qNZCCOA010000031_WP003092626	1.98036e-22	pfam13098	Thioredoxin_2
GCF0008240851qNZCCOA010000031_WP003109642	4.2299e-27	pfam03447	NAD_binding_3
GCF0008240851qNZCCOA010000031_WP003092609	8.34526e-38	pfam04012	PspA_IM30
GCF0008240851qNZCCOA010000031_WP003119319	3.7031e-11	pfam17380	DUF5401
GCF0008240851qNZCCOA010000031_WP012613664	0.000934688	pfam13401	AAA_22
GCF0008240851qNZCCOA010000031_WP012613665	1.84537e-14	pfam07690	MFS_1
GCF0008240851qNZCCOA010000031_WP012613667	9.31099e-41	cl21454	NADB_Rossmann
GCF0008240851qNZCCOA010000031_WP012613667	4.33657e-05	pfam05834	Lycopene_cycl
GCF0008240851qNZCCOA010000031_WP003106293	3.10944e-13	pfam07690	MFS_1
GCF0008240851qNZCCOA010000031_WP003106291	2.9416e-27	cl39097	MCP_signal
GCF0008240851qNZCCOA010000031_WP003122137	6.30576e-10	cl21543	MMPL
GCF0008245451qNZCCOC010000031_WP003092658	0.00116107	cl17255	CPSase_L_D2
GCF0008245451qNZCCOC010000031_WP003113829	1.71701e-15	pfam07690	MFS_1
GCF0008245451qNZCCOC010000031_WP003092649	3.36354e-24	cl00504	Cytochrom_C_asm
GCF0008245451qNZCCOC010000031_WP003092626	1.98036e-22	pfam13098	Thioredoxin_2
GCF0008245451qNZCCOC010000031_WP003109642	4.2299e-27	pfam03447	NAD_binding_3
GCF0008245451qNZCCOC010000031_WP003092609	8.34526e-38	pfam04012	PspA_IM30
GCF0008245451qNZCCOC010000031_WP003119319	3.7031e-11	pfam17380	DUF5401
GCF0008245451qNZCCOC010000031_WP012613664	0.000934688	pfam13401	AAA_22
GCF0008245451qNZCCOC010000031_WP012613665	1.84537e-14	pfam07690	MFS_1
GCF0008245451qNZCCOC010000031_WP012613667	9.31099e-41	cl21454	NADB_Rossmann
GCF0008245451qNZCCOC010000031_WP012613667	4.33657e-05	pfam05834	Lycopene_cycl
GCF0008245451qNZCCOC010000031_WP003106293	3.10944e-13	pfam07690	MFS_1
GCF0008245451qNZCCOC010000031_WP003106291	2.9416e-27	cl39097	MCP_signal
GCF0008241051qNZCCOD010000031_WP003092658	0.00116107	cl17255	CPSase_L_D2
GCF0008241051qNZCCOD010000031_WP003113829	1.71701e-15	pfam07690	MFS_1
GCF0008241051qNZCCOD010000031_WP003092649	3.36354e-24	cl00504	Cytochrom_C_asm
GCF0008241051qNZCCOD010000031_WP003092626	1.98036e-22	pfam13098	Thioredoxin_2
GCF0008241051qNZCCOD010000031_WP003109642	4.2299e-27	pfam03447	NAD_binding_3
GCF0008241051qNZCCOD010000031_WP003092609	8.34526e-38	pfam04012	PspA_IM30
GCF0008241051qNZCCOD010000031_WP003119319	3.7031e-11	pfam17380	DUF5401
GCF0008241051qNZCCOD010000031_WP012613664	0.000934688	pfam13401	AAA_22
GCF0008241051qNZCCOD010000031_WP012613665	1.84537e-14	pfam07690	MFS_1
GCF0008241051qNZCCOD010000031_WP012613667	9.31099e-41	cl21454	NADB_Rossmann
GCF0008241051qNZCCOD010000031_WP012613667	4.33657e-05	pfam05834	Lycopene_cycl
GCF0008241051qNZCCOD010000031_WP003106293	3.10944e-13	pfam07690	MFS_1
GCF0008241051qNZCCOD010000031_WP003106291	2.9416e-27	cl39097	MCP_signal
GCF0008239651qNZCCOF010000031_WP003092649	3.36354e-24	cl00504	Cytochrom_C_asm
GCF0008239651qNZCCOF010000031_WP003092626	1.98036e-22	pfam13098	Thioredoxin_2
GCF0008239651qNZCCOF010000031_WP003109642	4.2299e-27	pfam03447	NAD_binding_3
